TMD:	 WS2 

band  1
1.08020428 	 -1.51655685
1.08348757 	 -1.50779349
1.08677087 	 -1.49900495
1.09005416 	 -1.49019339
1.09333746 	 -1.48136105
1.09662076 	 -1.47251020
1.09990405 	 -1.46364322
1.10318735 	 -1.45476252
1.10647064 	 -1.44587060
1.10975394 	 -1.43697002
1.11303723 	 -1.42806343
1.11632053 	 -1.41915355
1.11960383 	 -1.41024316
1.12288712 	 -1.40133514
1.12617042 	 -1.39243245
1.12945371 	 -1.38353812
1.13273701 	 -1.37465529
1.13602030 	 -1.36578718
1.13930360 	 -1.35693709
1.14258690 	 -1.34810842
1.14587019 	 -1.33930468
1.14915349 	 -1.33052947
1.15243678 	 -1.32178649
1.15572008 	 -1.31307953
1.15900337 	 -1.30441252
1.16228667 	 -1.29578947
1.16556997 	 -1.28721452
1.16885326 	 -1.27869189
1.17213656 	 -1.27022597
1.17541985 	 -1.26182121
1.17870315 	 -1.25348221
1.18198644 	 -1.24521370
1.18526974 	 -1.23702050
1.18855304 	 -1.22890757
1.19183633 	 -1.22088000
1.19511963 	 -1.21294300
1.19840292 	 -1.20510189
1.20168622 	 -1.19736214
1.20496951 	 -1.18972933
1.20825281 	 -1.18220915
1.21153610 	 -1.17480743
1.21481940 	 -1.16753011
1.21810270 	 -1.16038325
1.22138599 	 -1.15337302
1.22466929 	 -1.14650569
1.22795258 	 -1.13978764
1.23123588 	 -1.13322535
1.23451917 	 -1.12682536
1.23780247 	 -1.12059434
1.24108577 	 -1.11453898
1.24436906 	 -1.10866606
1.24765236 	 -1.10298241
1.25093565 	 -1.09749488
1.25421895 	 -1.09221036
1.25750224 	 -1.08713574
1.26078554 	 -1.08227791
1.26406884 	 -1.07764372
1.26735213 	 -1.07324001
1.27063543 	 -1.06907353
1.27391872 	 -1.06515096
1.27720202 	 -1.06147888
1.28048531 	 -1.05806375
1.28376861 	 -1.05491190
1.28705191 	 -1.05202946
1.29033520 	 -1.04942241
1.29361850 	 -1.04709650
1.29690179 	 -1.04505725
1.30018509 	 -1.04330994
1.30346838 	 -1.04185956
1.30675168 	 -1.04071083
1.31003498 	 -1.03986812
1.31331827 	 -1.03933551
1.31660157 	 -1.03911672
1.31988486 	 -1.03921510
band  2
-1.31988486 	 -1.47251268
-1.31660157 	 -1.47243384
-1.31331827 	 -1.47260916
-1.31003498 	 -1.47303599
