TMD:	 WSe2 

band  1
0.80440744 	 -1.23505855
0.80769074 	 -1.23113263
0.81097403 	 -1.22715629
0.81425733 	 -1.22312962
0.81754062 	 -1.21905272
0.82082392 	 -1.21492569
0.82410721 	 -1.21074863
0.82739051 	 -1.20652164
0.83067381 	 -1.20224483
0.83395710 	 -1.19791829
0.83724040 	 -1.19354215
0.84052369 	 -1.18911650
0.84380699 	 -1.18464148
0.84709028 	 -1.18011720
0.85037358 	 -1.17554378
0.85365688 	 -1.17092137
0.85694017 	 -1.16625008
0.86022347 	 -1.16153007
0.86350676 	 -1.15676148
0.86679006 	 -1.15194448
0.87007335 	 -1.14707921
0.87335665 	 -1.14216584
0.87663995 	 -1.13720456
0.87992324 	 -1.13219555
0.88320654 	 -1.12713899
0.88648983 	 -1.12203509
0.88977313 	 -1.11688405
0.89305642 	 -1.11168609
0.89633972 	 -1.10644143
0.89962302 	 -1.10115032
0.90290631 	 -1.09581298
0.90618961 	 -1.09042968
0.90947290 	 -1.08500068
0.91275620 	 -1.07952624
0.91603949 	 -1.07400666
0.91932279 	 -1.06844222
0.92260609 	 -1.06283324
0.92588938 	 -1.05718001
0.92917268 	 -1.05148287
0.93245597 	 -1.04574215
0.93573927 	 -1.03995820
0.93902256 	 -1.03413137
0.94230586 	 -1.02826203
0.94558915 	 -1.02235057
0.94887245 	 -1.01639736
0.95215575 	 -1.01040281
0.95543904 	 -1.00436734
0.95872234 	 -0.99829137
0.96200563 	 -0.99217534
0.96528893 	 -0.98601969
0.96857222 	 -0.97982488
0.97185552 	 -0.97359138
0.97513882 	 -0.96731969
0.97842211 	 -0.96101028
0.98170541 	 -0.95466368
0.98498870 	 -0.94828039
0.98827200 	 -0.94186096
0.99155529 	 -0.93540593
0.99483859 	 -0.92891584
0.99812189 	 -0.92239128
1.00140518 	 -0.91583283
1.00468848 	 -0.90924108
1.00797177 	 -0.90261663
1.01125507 	 -0.89596012
1.01453836 	 -0.88927217
1.01782166 	 -0.88255344
1.02110496 	 -0.87580460
1.02438825 	 -0.86902631
1.02767155 	 -0.86221928
1.03095484 	 -0.85538421
1.03423814 	 -0.84852183
1.03752143 	 -0.84163288
1.04080473 	 -0.83471812
1.04408803 	 -0.82777832
1.04737132 	 -0.82081427
1.05065462 	 -0.81382680
1.05393791 	 -0.80681673
1.05722121 	 -0.79978492
1.06050450 	 -0.79273225
1.06378780 	 -0.78565961
1.06707109 	 -0.77856792
1.07035439 	 -0.77145814
1.07363769 	 -0.76433124
1.07692098 	 -0.75718822
1.08020428 	 -0.75003014
1.08348757 	 -0.74285804
1.08677087 	 -0.73567305
1.09005416 	 -0.72847630
1.09333746 	 -0.72126898
1.09662076 	 -0.71405232
1.09990405 	 -0.70682760
1.10318735 	 -0.69959614
1.10647064 	 -0.69235933
1.10975394 	 -0.68511862
1.11303723 	 -0.67787551
1.11632053 	 -0.67063161
1.11960383 	 -0.66338857
1.12288712 	 -0.65614814
1.12617042 	 -0.64891217
1.12945371 	 -0.64168262
1.13273701 	 -0.63446154
1.13602030 	 -0.62725114
1.13930360 	 -0.62005375
1.14258690 	 -0.61287185
1.14587019 	 -0.60570811
1.14915349 	 -0.59856538
1.15243678 	 -0.59144671
1.15572008 	 -0.58435540
1.15900337 	 -0.57729500
1.16228667 	 -0.57026935
1.16556997 	 -0.56328262
1.16885326 	 -0.55633935
1.17213656 	 -0.54944445
1.17541985 	 -0.54260332
1.17870315 	 -0.53582184
1.18198644 	 -0.52910645
1.18526974 	 -0.52246424
1.18855304 	 -0.51590300
1.19183633 	 -0.50943130
1.19511963 	 -0.50305860
1.19840292 	 -0.49679533
1.20168622 	 -0.49065302
1.20496951 	 -0.48464438
1.20825281 	 -0.47878345
1.21153610 	 -0.47308572
1.21481940 	 -0.46756822
1.21810270 	 -0.46224964
1.22138599 	 -0.45715044
1.22466929 	 -0.45229286
1.22795258 	 -0.44770094
1.23123588 	 -0.44340045
1.23451917 	 -0.43941870
1.23780247 	 -0.43578432
1.24108577 	 -0.43642654
1.24436906 	 -0.43795243
1.24765236 	 -0.43922992
1.25093565 	 -0.44025103
1.25421895 	 -0.44100876
1.25750224 	 -0.44149717
1.26078554 	 -0.44171153
band  2
-1.26078554 	 -0.89648463
-1.25750224 	 -0.89673739
-1.25421895 	 -0.89731418
-1.25093565 	 -0.89821064
-1.24765236 	 -0.89942122
-1.24436906 	 -0.90093925
-1.24108577 	 -0.90275708
-1.23780247 	 -0.90486617
-1.23451917 	 -0.90725726
-1.23123588 	 -0.90992047
-1.22795258 	 -0.91284544
-1.22466929 	 -0.91602149
-1.22138599 	 -0.91943767
-1.21810270 	 -0.92308295
-1.21481940 	 -0.92694627
-1.21153610 	 -0.93101664
-1.20825281 	 -0.93528321
-1.20496951 	 -0.93973533
-1.20168622 	 -0.94436264
-1.19840292 	 -0.94915505
-1.19511963 	 -0.95410281
-1.19183633 	 -0.95919653
-1.18855304 	 -0.96442717
-1.18526974 	 -0.96978608
-1.18198644 	 -0.97526499
-1.17870315 	 -0.98085599
-1.17541985 	 -0.98655156
-1.17213656 	 -0.99234453
-1.16885326 	 -0.99822809
-1.16556997 	 -1.00419576
-1.16228667 	 -1.01024139
-1.15900337 	 -1.01635916
-1.15572008 	 -1.02254351
-1.15243678 	 -1.02878920
-1.14915349 	 -1.03509123
-1.14587019 	 -1.04144486
-1.14258690 	 -1.04784561
-1.13930360 	 -1.05428921
-1.13602030 	 -1.06077158
-1.13273701 	 -1.06728888
-1.12945371 	 -1.07383743
-1.12617042 	 -1.08041375
-1.12288712 	 -1.08701449
-1.11960383 	 -1.09363650
-1.11632053 	 -1.10027673
-1.11303723 	 -1.10693231
-1.10975394 	 -1.11360048
-1.10647064 	 -1.12027858
-1.10318735 	 -1.12696410
-1.09990405 	 -1.13365462
-1.09662076 	 -1.14034782
-1.09333746 	 -1.14704147
-1.09005416 	 -1.15373344
-1.08677087 	 -1.16042169
-1.08348757 	 -1.16710423
-1.08020428 	 -1.17377918
-1.07692098 	 -1.18044470
-1.07363769 	 -1.18709904
-1.07035439 	 -1.19374051
-1.06707109 	 -1.20036746
-1.06378780 	 -1.20697832
-1.06050450 	 -1.21357157
-1.05722121 	 -1.22014573
-1.05393791 	 -1.22669938
-1.05065462 	 -1.23323115
-1.04737132 	 -1.23973970
